,name,sector,location,rating,reviews,jobs
7703,"MAT Holdings, Inc",Sonipat +6 other locations,,3.9,144,--
7704,Shreeji Infrastructure,Engineering & Construction ,Bhopal +21 other locations,3.7,144,3
7705,Haqdarshak Empowerment Solutions,Non-Profit ,Pune +44 other locations,3.8,144,3
7706,Aczet,Electronics Manufacturing ,Mumbai +12 other locations,3.2,144,--
7707,Arch Pharmalabs,Pharma ,Mumbai +14 other locations,3.9,144,--
7708,SKS Ispat & Power,Industrial Machinery ,Raipur +7 other locations,3.3,144,2
7709,Bijak,Internet ,Gurugram +14 other locations,3.4,144,--
7710,BCForward,Internet ,Hyderabad +4 other locations,3.2,144,--
7711,Tarasafe International Private Limited,Kolkata +2 other locations,,4.5,144,--
7712,PGIMER,Education & Training ,Chandigarh +8 other locations,4.3,144,--
7713,Bhadra International,Logistics ,Chennai +8 other locations,3.7,144,--
7714,Lumax Mannoh Allied Technologies,Auto Components ,Gurugram +14 other locations,3.7,144,--
7715,Jash Engineering,Engineering & Construction ,Indore +4 other locations,3.9,144,7
7716,Byju's Future School,Bengaluru +25 other locations,,3.3,145,--
7717,Girl Power Talk,Internet ,Sahibzada Ajit Singh Nagar +4 other locations,4.6,144,5
7718,Aero Club-Woodland Store,Fashion & Textile ,New Delhi +53 other locations,3.3,144,--
7719,KEM Hospital,Healthcare ,Pune +5 other locations,3.6,144,25
7720,Girl Power Talk,Internet ,Sahibzada Ajit Singh Nagar +4 other locations,4.6,144,5
7721,Adhunik Metaliks,Metals & Mining ,Rourkela +15 other locations,3.4,144,--
7722,Aero Club-Woodland Store,Fashion & Textile ,New Delhi +53 other locations,3.3,144,--
7723,KEM Hospital,Healthcare ,Pune +5 other locations,3.6,144,25
7724,Houzeo,Mumbai +2 other locations,,3.8,144,--
7725,OPK e Services,BPO ,Gurugram +5 other locations,2.9,144,--
7726,HealthAsyst,IT Services & Consulting ,Bengaluru +2 other locations,3.9,144,3
7727,Aczet,Electronics Manufacturing ,Mumbai +12 other locations,3.2,144,--
7728,Haqdarshak Empowerment Solutions,Non-Profit ,Pune +44 other locations,3.8,144,3
7729,Shreeji Infrastructure,Engineering & Construction ,Bhopal +21 other locations,3.7,144,3
7730,Trident Automobiles,Auto Components ,Bengaluru +7 other locations,4.6,144,--
7731,Cronus Pharma Specialities India,Pharma ,Hyderabad +5 other locations,3.6,144,--
7732,Brickwork India,Financial Services ,Bengaluru +3 other locations,3.5,144,10
7733,Qualtech Consultants,IT Services & Consulting ,Noida +5 other locations,3.6,144,19
7734,UNI Klinger,Industrial Machinery ,Pune +10 other locations,3.8,144,12
7735,Fulcrum Worldwide Software,IT Services & Consulting ,Pune +1 other locations,4.3,144,7
7736,Jash Engineering,Engineering & Construction ,Indore +4 other locations,3.9,144,7
7737,Alpha Corp,Real Estate ,Gurugram +9 other locations,4.4,144,--
7738,Indian Institute of Technology Madras,Education & Training ,Chennai +9 other locations,4.1,144,--
7739,GTN Engineering,Metals & Mining ,Coimbatore +14 other locations,4.1,144,3
7740,UNI Klinger,Industrial Machinery ,Pune +10 other locations,3.8,144,12
7741,Fulcrum Worldwide Software,IT Services & Consulting ,Pune +1 other locations,4.3,144,7
7742,Alpha Corp,Real Estate ,Gurugram +9 other locations,4.4,144,--
7743,4i apps solutions,IT Services & Consulting ,Chennai +2 other locations,3.5,144,16
7744,Megha Gas,Oil & Gas ,Hyderabad +32 other locations,3.6,144,--
7745,Ambience Group,Real Estate ,New Delhi +12 other locations,3.6,144,7
7746,Ansys Software Private Limited,IT Services & Consulting ,Pune +6 other locations,4.1,144,1
7747,IFGL Refractories,Industrial Machinery ,Rourkela +26 other locations,3.6,144,11
7748,HexaView Technologies,IT Services & Consulting ,Noida +5 other locations,3.3,144,9
7749,Piramal Capital Housing Finance,NBFC ,Mumbai +76 other locations,4.4,144,555
7750,Chemveda Life Sciences,Clinical Research ,Hyderabad +5 other locations,3.9,144,8
7751,FinAdvantage,Accounting & Auditing ,Bengaluru +3 other locations,4.0,144,29
7752,Ametek Instruments India,Industrial Automation ,Bengaluru +14 other locations,3.4,144,46
7753,National Oilwell Varco,Oil & Gas ,Mumbai +17 other locations,4.0,144,12
7754,JL Morison India,FMCG ,Mumbai +45 other locations,4.4,144,4
7755,Kitex Garments,Fashion & Textile ,Kochi +16 other locations,3.6,144,2
7756,Nayati Hospital,Healthcare ,Mathura +10 other locations,3.4,144,--
7757,Sirca Paints India,Chemicals ,New Delhi +43 other locations,4.2,144,1
7758,Ceipal,Software Product ,Hyderabad +6 other locations,3.1,144,--
7759,Cubic Transportation Systems,Software Product ,Hyderabad +3 other locations,3.1,144,48
7760,Sirca Paints India,Chemicals ,New Delhi +43 other locations,4.2,144,1
7761,Bottomline,Software Product ,Bengaluru +4 other locations,3.3,144,24
7762,Calix,Telecom ,Bengaluru +3 other locations,4.0,144,26
7763,Nippon Toyota,Auto Components ,Kochi +11 other locations,3.6,142,--
7764,Cresce Technology Private Limited,Software Product ,Gurugram +2 other locations,4.0,143,--
7765,YFC PROJECTS,Engineering & Construction ,New Delhi +16 other locations,3.6,143,--
7766,Neverskip,Education & Training ,Chennai +27 other locations,3.7,143,--
7767,B.L Agro Oils,Food Processing ,Bareilly +30 other locations,3.9,143,--
7768,Amps Electrical Facility Services,Facility Management Services ,Bengaluru +16 other locations,3.1,143,5
7769,Ayana Renewable Power,Power ,Bengaluru +19 other locations,4.4,143,7
7770,Ascent Meditech,Other ,Mumbai +32 other locations,3.5,143,4
7771,NewAge Software & Solutions,IT Services & Consulting ,Chennai +8 other locations,3.7,143,7
7772,Jamia Hamdard University,Education & Training ,New Delhi +3 other locations,3.9,143,--
7773,CBNITS,IT Services & Consulting ,Kolkata +2 other locations,3.8,143,19
7774,Allyis India,IT Services & Consulting ,Hyderabad +4 other locations,3.1,143,--
7775,Wipro Insurance Solutions,Mumbai +10 other locations,,3.6,143,--
7776,Demech Chemical Products,Chemicals ,Pune +24 other locations,4.4,143,--
7777,Chai Break,Kolkata +3 other locations,,4.6,143,--
7778,Dr L H Hiranandani Hospital,Healthcare ,Mumbai +7 other locations,3.6,143,4
7779,Cello World,Consumer Electronics & Appliances ,Mumbai +26 other locations,3.3,143,--
7780,Techno Exponent,Financial Services ,Kolkata +5 other locations,3.5,143,--
7781,NIS Management Private,Law Enforcement & Security ,Kolkata +19 other locations,3.6,143,--
7782,Bando India,Auto Components ,Bengaluru +12 other locations,4.1,143,5
7783,India Pistons,Auto Components ,Chennai +6 other locations,2.7,143,1
7784,All Out,FMCG ,Gurugram +43 other locations,3.7,143,3
7785,Bambino Pasta Food Industries,Food Processing ,Hyderabad +37 other locations,4.1,143,--
7786,Shipping Corporation of India,Logistics ,Mumbai +11 other locations,4.4,143,--
7787,ITC Group,Kolkata +37 other locations,,3.8,143,--
7788,Sri Ramachandra University,Education & Training ,Chennai +6 other locations,4.3,143,3
7789,Encalm Hospitality,New Delhi +6 other locations,,4.0,143,14
7790,Karnataka Power Transmission Corporation,Power ,Bengaluru +36 other locations,4.2,143,--
7791,Pearson,Education & Training ,Bengaluru +18 other locations,3.7,143,--
7792,Foiwe Info Global Solution,IT Services & Consulting ,Bengaluru +2 other locations,4.4,143,5
7793,Kerry Ingredients,Food Processing ,Bengaluru +17 other locations,3.4,143,8
7794,Captain Tractors,Automobile ,Rajkot +18 other locations,4.5,143,6
7795,Xylem Learning,EdTech ,Kozhikode +11 other locations,3.8,143,42
7796,Alteus Biogenics,Pharma ,Kolkata +28 other locations,2.6,143,--
7797,Manorama Industries Limited,FMCG ,Raipur +5 other locations,4.5,143,17
7798,Redisolve Software,Software Product ,Chennai +8 other locations,2.7,143,1
7799,7 Eleven,Retail ,Bengaluru +19 other locations,3.4,143,--
7800,yellow.ai,Software Product ,Bengaluru +4 other locations,3.0,143,4
7801,Nesma Trading,Engineering & Construction ,Al Khobar +11 other locations,4.2,141,--
7802,IFortis Worldwide,IT Services & Consulting ,Bengaluru +10 other locations,3.8,142,--
7803,Madras Medical Mission,Healthcare ,Chennai +3 other locations,4.2,142,11
7804,Livesalesman,BPO ,Noida +6 other locations,4.8,142,--
7805,Areteans,IT Services & Consulting ,Hyderabad +8 other locations,3.5,142,--
7806,Harsha Engineers International,Ahmedabad +2 other locations,,4.0,142,--
7807,B New Mobiles,Electronics Manufacturing ,Hyderabad +31 other locations,3.3,142,5
7808,Desire Energy Solution,Financial Services ,Jaipur +16 other locations,3.8,142,16
7809,Milacron,Ahmedabad +6 other locations,,3.8,142,--
7810,Drake & Scull International PJSC,Engineering & Construction ,Mumbai +15 other locations,4.4,142,--
7811,SkillCircle,EdTech ,New Delhi +10 other locations,4.1,142,5
7812,Archidply Industries,Furniture & Furnishing ,New Delhi +39 other locations,3.4,142,4
7813,TQ Cert Services,Hyderabad +36 other locations,,3.8,142,2
7814,Curia,Hyderabad +3 other locations,,3.8,142,--
7815,DLF Brands,Retail ,New Delhi +18 other locations,3.9,142,--
7816,ECE Industries,Electrical Equipment ,Ghaziabad +24 other locations,3.6,142,7
7817,Ncr Eduservices,Education & Training ,Noida +9 other locations,3.1,142,26
7818,Flynaut SaaS,IT Services & Consulting ,Pune +8 other locations,3.1,142,--
7819,Vibatel Solutions,BPO ,Hyderabad +5 other locations,3.6,142,--
7820,Molbio Diagnostics,Internet ,Visakhapatnam +25 other locations,3.9,142,5
7821,Dantal Hydraulics,Industrial Machinery ,Gurugram +10 other locations,4.3,142,--
7822,The Oriental Insurance Co.,Insurance ,New Delhi +61 other locations,4.3,142,--
7823,SurePrep,Software Product ,Mumbai +4 other locations,4.0,142,14
7824,Tanla Platforms,Telecom ,Hyderabad +5 other locations,3.0,142,53
7825,Jsw Infrastructure,Engineering & Construction ,Mumbai +20 other locations,4.2,142,--
7826,Colan Infotech,IT Services & Consulting ,Chennai +7 other locations,3.2,142,25
7827,Antraweb Technologies,IT Services & Consulting ,Mumbai +7 other locations,3.8,142,6
7828,LUCKY MINERALS,Metals & Mining ,Jagdalpur +15 other locations,3.8,142,--
7829,MariApps Marine Solutions,IT Services & Consulting ,Kochi +6 other locations,3.3,142,2
7830,Loyal Textile Mills,Fashion & Textile ,Chennai +13 other locations,3.6,142,1
7831,Smart Call Center Solutions,BPO ,Kolkata +8 other locations,3.2,142,22
7832,ApplyBoard,Internet ,Gurugram +8 other locations,2.5,142,22
7833,Lokal App,Internet ,Bengaluru +14 other locations,3.5,142,13
7834,Publicis Global Delivery,Media & Entertainment ,Gurugram +10 other locations,4.0,142,--
7835,Gujarat Energy Transmission Corporation,Government ,Vadodara +38 other locations,4.2,142,--
7836,GoBoult,Consumer Electronics & Appliances ,Gurugram +4 other locations,3.6,142,17
7837,Aster Medcity,Healthcare ,Kochi +10 other locations,4.6,142,--
7838,Kamlesh Kumar Singh Engineers,Engineering & Construction ,Panipat +20 other locations,4.4,142,--
7839,VLink,IT Services & Consulting ,Gurugram +5 other locations,3.7,142,38
7840,FANUC,Industrial Automation ,Bengaluru +8 other locations,3.2,142,11
7841,Seashell Logistics,Logistics ,Navi Mumbai +17 other locations,3.7,142,1
7842,Velammal Educational Trust,Education & Training ,Chennai +10 other locations,3.7,142,7
7843,Kohinoor Group,Real Estate ,Pune +6 other locations,3.8,142,2
7844,Eldeco Infrastructure & Properties,Real Estate ,New Delhi +12 other locations,4.2,142,3
7845,AAI Cargo Logistics and Allied Services Company,Chennai +28 other locations,,2.9,142,--
7846,Rina India,"Testing, Inspection and Certification (TIC) ",Mumbai +34 other locations,3.8,142,2
7847,Core Diagnostics,Healthcare ,Gurugram +20 other locations,3.8,142,--
7848,Nikhil Adhesives,Chemicals ,Mumbai +35 other locations,3.8,142,2
7849,Institutional Shareholder Services,Analytics & KPO ,Mumbai +6 other locations,3.5,142,1
7850,Premsons Motor Udyog,Auto Components ,Ranchi +8 other locations,3.4,142,8
7851,Codilar Technologies,IT Services & Consulting ,Bengaluru +7 other locations,4.0,142,30
7852,Hyundai Steel,Iron & Steel ,Chennai +10 other locations,3.8,142,--
7853,Komatsu,Industrial Machinery ,Chennai +15 other locations,3.6,142,11
7854,Akshara Enterprises,IT Services & Consulting ,Hyderabad +23 other locations,3.4,142,3
7855,Gsp Power Projects,Electronics Manufacturing ,Faridabad +45 other locations,3.8,142,--
7856,Madhavbaug,Healthcare ,Mumbai +38 other locations,3.9,141,--
7857,DRN Infrastructure,Power ,Hubballi +21 other locations,3.2,141,11
7858,Agastya International Foundation,Non-Profit ,Bengaluru +35 other locations,3.5,141,6
7859,Esme Consumer,Beauty & Personal Care ,Gurugram +31 other locations,4.0,141,6
7860,Agastya International Foundation,Non-Profit ,Bengaluru +35 other locations,3.5,141,6
7861,Eskag Pharma,Pharma ,Kolkata +26 other locations,3.1,141,--
7862,Actis Technologies,IT Services & Consulting ,Mumbai +11 other locations,4.1,141,21
7863,FarMart,Internet ,Gurugram +26 other locations,4.0,141,12
7864,LC Infra Projects,Engineering & Construction ,Ahmedabad +30 other locations,3.9,141,5
7865,Nichino,Hyderabad +38 other locations,,3.5,141,4
7866,New India Co-Op Bank,Banking ,Mumbai +6 other locations,3.1,141,--
7867,Madhavbaug,Healthcare ,Mumbai +38 other locations,3.9,141,--
7868,Bijnis,Internet ,New Delhi +36 other locations,3.7,141,--
7869,Sunil Hitech Engineers,Engineering & Construction ,Nagpur +29 other locations,4.4,141,--
7870,WWICS Group,Travel & Tourism ,Chandigarh +18 other locations,3.3,141,--
7871,Avon Cycles,Automobile ,Ludhiana +5 other locations,3.9,141,7
7872,Wellknown Polyesters,Fashion & Textile ,Vapi +13 other locations,3.6,141,6
7873,Doctors for you,Non-Profit ,New Delhi +42 other locations,3.7,141,34
7874,Disposafe Health And Life Care,Medical Equipment ,Faridabad +5 other locations,3.3,141,2
7875,Apraava Energy,Power ,Mumbai +23 other locations,4.4,141,--
7876,Cooper-Standard Automotive,Auto Components ,Chennai +12 other locations,4.1,141,--
7877,DRN Infrastructure,Power ,Hubballi +21 other locations,3.2,141,11
7878,Ajeet Seeds,Agriculture ,Chhatrapati Sambhajinagar +31 other locations,3.6,141,--
7879,Sun Pharma Advanced Research Company,Pharma ,Vadodara +14 other locations,3.6,141,2
7880,Esme Consumer,Beauty & Personal Care ,Gurugram +31 other locations,4.0,141,6
7881,MicroGenesis Techsoft,IT Services & Consulting ,Bengaluru +5 other locations,3.6,141,1
7882,Enrich Energy,Real Estate ,Pune +13 other locations,4.2,141,3
7883,V2soft,IT Services & Consulting ,Bengaluru +7 other locations,3.5,141,31
7884,REC Power Development and Consultancy,Gurugram +37 other locations,,4.1,141,--
7885,Pricol Engineering Industries,Auto Components ,Coimbatore +14 other locations,3.9,141,1
7886,Indian School Finance Company,NBFC ,Hyderabad +38 other locations,4.6,141,--
7887,Advatix,Gurugram +7 other locations,,2.7,141,3
7888,G Square Housing,Real Estate ,Chennai +10 other locations,3.7,141,13
7889,Moving Picture Company,Media & Entertainment ,Bengaluru +15 other locations,3.7,141,--
7890,Lokmanya Multipurpose Co-op Society,Financial Services ,Pune +25 other locations,3.1,141,5
7891,IVL Dhunseri Petrochem Industries,Chemicals ,Haldia +7 other locations,3.8,141,--
7892,Heranba Industries,Agro Chemicals ,Vapi +23 other locations,3.7,141,4
7893,SOGEFI,Auto Components ,Pune +7 other locations,3.4,141,--
7894,Merlin Group,Real Estate ,Kolkata +8 other locations,3.8,141,9
7895,Dexian India Technologies,IT Services & Consulting ,Chennai +8 other locations,3.6,141,--
7896,Sofcon India Pvt Ltd,Education & Training ,Pune +20 other locations,3.3,141,8
7897,OptiSol Business Solutions,IT Services & Consulting ,Chennai +5 other locations,3.8,141,15
7898,Cogneesol,BPO ,Sahibzada Ajit Singh Nagar +5 other locations,3.4,141,14
7899,AL-SUWAIDI INDUSTRIAL SERVICES,Oil & Gas ,Al Jubail +15 other locations,3.5,141,--
7900,The Wadhwa Group,Real Estate ,Mumbai +5 other locations,3.5,141,12
7901,INDOASIAN,Semiconductors ,Noida +31 other locations,4.1,141,6
7902,Thyssenkrupp Industries and Services,Pune +31 other locations,,4.1,141,11
7903,Aarthi Scans and Labs,Healthcare ,Chennai +16 other locations,3.4,141,--
7904,UptoSkills,New Delhi +11 other locations,,4.6,141,--
7905,Aditya Birla Lifestyle Brands,Bengaluru +37 other locations,,3.9,141,1
7906,Sitec Labs,Pharma ,Mumbai +2 other locations,4.1,141,4
7907,Luxor International,Retail ,Noida +6 other locations,3.6,140,--
7908,Panoli Intermediates India,Chemicals ,Vadodara +5 other locations,4.0,140,6
7909,Cummins Sales and Service,Auto Components ,Noida +18 other locations,4.0,140,--
7910,Housr,Hospitality ,Gurugram +7 other locations,4.3,140,1
7911,Luker Electric Technologies,Financial Services ,Coimbatore +37 other locations,3.7,140,--
7912,Altos Global Services,BPO ,Noida +5 other locations,3.7,140,4
7913,ASA & Associates,Accounting & Auditing ,New Delhi +11 other locations,3.5,140,--
7914,NLMK India,Metals & Mining ,Chhatrapati Sambhajinagar +10 other locations,3.6,140,--
7915,ATS ELGI,Industrial Machinery ,Coimbatore +18 other locations,4.2,140,--
7916,Monotype,IT Services & Consulting ,Noida +4 other locations,3.4,140,2
7917,Digi Clarity Global Solutions,Analytics & KPO ,Chennai +1 other locations,4.1,140,4
7918,Maneesh Pharmaceuticals,Pharma ,Mumbai +20 other locations,4.0,140,2
7919,Mahesh Edible Oil Industries,FMCG ,Agra +29 other locations,3.7,140,--
7920,Yeshshree Press Comps,Auto Components ,Chhatrapati Sambhajinagar +7 other locations,3.5,140,6
7921,International Crops Research Institute for the Semi-arid Tropics,Analytics & KPO ,Hyderabad +15 other locations,3.8,140,6
7922,A. Menarini India,Pharma ,Mumbai +26 other locations,3.4,140,--
7923,Hegde & Hegde Pharmaceutica,Pharma ,Mumbai +38 other locations,3.8,140,--
