,name,sector,location,rating,reviews,jobs
5859,Vivimed Labs,Chemicals ,Hyderabad +12 other locations,3.3,190,3
5860,Reventics,Healthcare ,Hyderabad +1 other locations,3.9,190,--
5861,Nuance Transcription Services,IT Services & Consulting ,Bengaluru +10 other locations,4.1,190,--
5862,Hero Future Energies,Power ,New Delhi +21 other locations,4.1,190,3
5863,Code Brew Labs,IT Services & Consulting ,Chandigarh +5 other locations,3.1,190,--
5864,Tropilite Foods,Food Processing ,Gwalior +29 other locations,3.5,190,7
5865,Amtex Systems,IT Services & Consulting ,Chennai +7 other locations,3.2,190,8
5866,Godavari Krishna Co-operative Society,Financial Services ,Vijayawada +17 other locations,4.8,190,7
5867,Sahyadri Industries,Building Material ,Pune +27 other locations,3.3,190,--
5868,Laxmi Remote India,Pharma ,Noida +8 other locations,3.3,190,2
5869,Osam Dairy,Agriculture ,Ranchi +19 other locations,3.9,190,3
5870,Ministry of Home Affairs,Government ,New Delhi +30 other locations,4.2,190,1
5871,J Mitra And Co,Medical Equipment ,New Delhi +22 other locations,3.8,190,12
5872,Shipco It,IT Services & Consulting ,Pune +4 other locations,3.6,190,9
5873,DB Engineering & Consulting,Engineering & Construction ,Bengaluru +12 other locations,4.2,190,3
5874,Kent,Financial Services ,Noida +56 other locations,3.5,190,--
5875,Royal Cyber,IT Services & Consulting ,Bengaluru +10 other locations,3.3,190,58
5876,Enrich Hair And Skin Solutions,Beauty & Personal Care ,Mumbai +11 other locations,3.5,190,3
5877,Paranjape Schemes (Construction) Limited,Real Estate ,Pune +9 other locations,3.1,190,9
5878,Muthoot Mercantile,NBFC ,Thiruvananthapuram +53 other locations,3.3,190,3
5879,Advids,Marketing & Advertising ,Pune +12 other locations,3.6,189,--
5880,Advids,Marketing & Advertising ,Pune +12 other locations,3.6,189,--
5881,Txd (india) Technology,Electronics Manufacturing ,Rewari +12 other locations,4.0,189,--
5882,Epson,IT Services & Consulting ,Bengaluru +51 other locations,4.2,190,1
5883,insightsoftware,Software Product ,Hyderabad +5 other locations,3.6,189,14
5884,Tripjack,Internet ,Mumbai +11 other locations,4.0,189,32
5885,Tata Institute of Social Sciences,Education & Training ,Mumbai +35 other locations,4.3,189,--
5886,Monocept,Software Product ,Hyderabad +5 other locations,3.3,189,--
5887,Sheth Creators,Real Estate ,Mumbai +3 other locations,3.1,189,--
5888,NRP Projects,Engineering & Construction ,Chennai +28 other locations,4.0,189,1
5889,CDM Smith,Engineering & Construction ,Bengaluru +27 other locations,3.6,189,5
5890,Radheya Machining,Industrial Machinery ,Pune +17 other locations,3.5,189,15
5891,Dmi Housing Finance,Financial Services ,New Delhi +39 other locations,4.0,189,--
5892,UTI Asset Management Company,Financial Services ,Mumbai +60 other locations,3.8,190,--
5893,Timezone Entertainment,Events ,Mumbai +35 other locations,3.5,189,--
5894,Dew Solutions,IT Services & Consulting ,Gurugram +11 other locations,3.4,189,6
5895,Mobile Premier League,Gaming ,Bengaluru +12 other locations,3.7,189,5
5896,Gates,Industrial Automation ,Faridabad +20 other locations,3.8,189,1
5897,Rimini Street,IT Services & Consulting ,Hyderabad +2 other locations,4.0,189,33
5898,HPM Chemicals & Fertilizers,Agro Chemicals ,New Delhi +31 other locations,4.2,189,--
5899,Meritto,Internet ,Gurugram +11 other locations,3.3,189,7
5900,Object Technology Solutions,IT Services & Consulting ,Hyderabad +11 other locations,3.8,189,26
5901,Sims Hospital,Healthcare ,Chennai +19 other locations,3.8,189,1
5902,HomeBazaar.com,Real Estate ,Mumbai +9 other locations,3.7,189,131
5903,Google Maps,Internet ,Hyderabad +26 other locations,4.8,189,--
5904,Little Nap Recliners,Furniture & Furnishing ,New Delhi +18 other locations,4.8,189,--
5905,Gates,Industrial Automation ,Faridabad +20 other locations,3.8,189,1
5906,Jehangir Hospital,Healthcare ,Pune +5 other locations,3.9,189,6
5907,Rimini Street,IT Services & Consulting ,Hyderabad +2 other locations,4.0,189,33
5908,NuSummit,IT Services & Consulting ,Mumbai +11 other locations,3.5,189,19
5909,R-Logic Technology Services,IT Services & Consulting ,Bengaluru +8 other locations,4.1,188,--
5910,Neosym Industry,Auto Components ,Pune +8 other locations,3.9,188,4
5911,Tata Main Hospital,Healthcare ,Jamshedpur +12 other locations,3.8,188,--
5912,Stedman Pharmaceuticals,Pharma ,Chennai +31 other locations,4.1,188,5
5913,CloudMoyo,Software Product ,Pune +3 other locations,4.1,188,8
5914,Epitome Components,Electrical Equipment ,Ahilyanagar +10 other locations,3.3,188,2
5915,Sigma Supply Chain Solutions,Logistics ,Noida +47 other locations,3.4,188,--
5916,Delhi World Public School,Education & Training ,Kolkata +58 other locations,3.6,188,8
5917,LawSikho,New Delhi +9 other locations,,4.0,189,5
5918,Oliva Skin and Hair Clinics,Healthcare ,Hyderabad +11 other locations,3.8,188,12
5919,ePack Durables Solutions,Electronics Manufacturing ,Noida +13 other locations,3.7,188,--
5920,Delhi World Public School,Education & Training ,Kolkata +58 other locations,3.6,188,8
5921,Sigma Supply Chain Solutions,Logistics ,Noida +47 other locations,3.4,188,--
5922,Cogniter Technologies,IT Services & Consulting ,Hyderabad +21 other locations,3.4,188,11
5923,Epitome Components,Electrical Equipment ,Ahilyanagar +10 other locations,3.3,188,2
5924,Biesse Manufacturing,Architecture & Interior Design ,Bengaluru +9 other locations,3.6,188,1
5925,Aeon Credit Service,Financial Services ,Mumbai +12 other locations,3.4,188,--
5926,NIMS University,Education & Training ,Jaipur +14 other locations,3.0,188,--
5927,ACUTAAS CHEMICALS LIMITED,Pharma ,Surat +8 other locations,3.7,188,12
5928,Sel Manufacturing Co.,Fashion & Textile ,Ludhiana +14 other locations,3.8,188,--
5929,Emirates NBD,Banking ,Bengaluru +14 other locations,2.9,188,--
5930,Azure Hospitality,Hospitality ,New Delhi +13 other locations,4.0,188,--
5931,Maharishi Markandeshwar University,Education & Training ,Ambala +9 other locations,3.5,188,2
5932,Hubergroup,Chemicals ,Vapi +14 other locations,4.0,188,38
5933,Toto India Industries,Building Material ,Vadodara +15 other locations,3.7,188,7
5934,Burger Singh,Hospitality ,New Delhi +32 other locations,3.7,188,3
5935,Edunext Technologies,EdTech ,Noida +13 other locations,3.3,188,4
5936,TekisHub Consulting Services,IT Services & Consulting ,Hyderabad +13 other locations,3.9,188,--
5937,Apollo Telehealth Services,Healthcare ,Hyderabad +41 other locations,4.0,188,--
5938,Lubrizol Corporation,Chemicals ,Mumbai +10 other locations,4.0,188,12
5939,KP GROUP,Logistics ,Surat +28 other locations,4.2,188,696
5940,Liyaans Properties,Real Estate ,Kolkata,4.8,188,2
5941,Mentorsity,EdTech ,New Delhi +11 other locations,4.4,187,--
5942,Psychotropics India,Pharma ,Haridwar +18 other locations,3.8,187,1
5943,"L&T Construction, Mining and Industrial Machinery",Industrial Machinery ,Bengaluru +42 other locations,4.0,187,--
5944,Inteva Products,Auto Components ,Bengaluru +3 other locations,3.6,187,9
5945,Fortune Marketing,Hardware & Networking ,New Delhi +31 other locations,3.6,187,--
5946,LS Automotive India,Auto Components ,Chennai +6 other locations,3.5,187,2
5947,Aditya Anagha Multi State Credit Co-Operative Society,Banking ,Nagpur +30 other locations,4.8,186,--
5948,Arabtec Construction,Engineering & Construction ,New Delhi +13 other locations,4.7,183,--
5949,CapitalVia,Analytics & KPO ,Indore +8 other locations,4.0,187,--
5950,Fermenta Biotech,Biotechnology ,Bharuch +12 other locations,4.3,187,--
5951,PS Group,Real Estate ,Kolkata +10 other locations,3.7,187,4
5952,Vardhman Special Steels,Iron & Steel ,Ludhiana +5 other locations,4.0,187,11
5953,Kayjay Forging,Auto Components ,Ludhiana +8 other locations,3.6,187,13
5954,TechMojo Solutions,IT Services & Consulting ,Hyderabad +1 other locations,4.0,187,12
5955,Danblock Brakes,Industrial Machinery ,Sonipat +8 other locations,4.0,187,--
5956,Fabtech Projects & Engineers,Engineering & Construction ,Pune +21 other locations,3.8,187,6
5957,Salasar Techno Engineering,Iron & Steel ,Ghaziabad +26 other locations,3.9,187,--
5958,Apis India Limited,Food Processing ,New Delhi +45 other locations,3.7,187,3
5959,Massive Restaurants,Hospitality ,New Delhi +17 other locations,3.9,187,--
5960,DesiCrew Solutions,Financial Services ,Chennai +14 other locations,3.1,187,18
5961,Cheema Boilers,Industrial Machinery ,Sahibzada Ajit Singh Nagar +13 other locations,4.2,187,9
5962,Systopic Laboratories,Pharma ,New Delhi +52 other locations,4.4,187,47
5963,Lumiq,IT Services & Consulting ,Noida +4 other locations,3.2,187,8
5964,Hotel Parle International,Travel & Tourism ,Mumbai +73 other locations,3.8,187,3
5965,Primus Techsystems,IT Services & Consulting ,Pune +9 other locations,3.5,187,14
5966,Gameskraft,Software Product ,Bengaluru +2 other locations,4.2,187,20
5967,Ecolab Digital Center,Chemicals ,Bengaluru +3 other locations,3.4,187,--
5968,Kundan Group,Jewellery ,New Delhi +21 other locations,3.2,187,7
5969,Soch Apparels,Fashion & Textile ,Bengaluru +41 other locations,4.4,186,1
5970,Privi Speciality Chemicals,Chemicals ,Mahad +13 other locations,3.8,186,3
5971,Vmoksha Technologies,IT Services & Consulting ,Bengaluru +4 other locations,4.5,186,--
5972,Pegasus InfoCorp,IT Services & Consulting ,Mumbai +10 other locations,2.8,186,--
5973,Government of Bihar,Government ,Patna +33 other locations,3.5,186,--
5974,Indovance Inc,Design ,Pune +3 other locations,3.6,186,21
5975,Gangavaram Port,Ports & Shipping ,Visakhapatnam +8 other locations,3.4,186,--
5976,Minda Stoneridge Instruments,Auto Components ,Pune +7 other locations,3.3,186,--
5977,Creative Group,Architecture & Interior Design ,New Delhi +19 other locations,4.1,186,--
5978,Ican BPO,BPO ,Thane +3 other locations,4.4,186,--
5979,Panchshil Realty,Real Estate ,Pune +3 other locations,4.2,186,--
5980,Raptim Research,Clinical Research ,Mumbai +4 other locations,4.4,186,--
5981,NTC Logistics India,Logistics ,Chennai +24 other locations,4.0,186,--
5982,Capricorn Logistics,Logistics ,Mumbai +23 other locations,3.5,186,6
5983,INFRES METHODEX,Industrial Automation ,New Delhi +40 other locations,3.3,186,--
5984,VAYA Finserv,Financial Services ,Hyderabad +47 other locations,3.9,186,--
5985,Hogarth Worldwide,Marketing & Advertising ,Chennai +7 other locations,3.5,186,2
5986,M*Modal,IT Services & Consulting ,Bengaluru +10 other locations,3.6,186,--
5987,Four Seasons Hotel,Hospitality ,Mumbai +19 other locations,3.8,186,15
5988,Toyo INK,Chemicals ,Greater Noida +14 other locations,4.0,186,1
5989,Carwale,Internet ,Mumbai +21 other locations,3.3,186,19
5990,Shakti Hormann,Building Material ,Hyderabad +16 other locations,3.6,186,12
5991,Sequretek It Solutions,Emerging Technologies ,Mumbai +10 other locations,3.4,186,14
5992,Illusion Dental Laboratory,Medical Equipment ,Mumbai +26 other locations,3.3,186,15
5993,Swipewire Technologies,Software Product ,Chennai +4 other locations,3.8,186,--
5994,Kumar Organic Products,Chemicals ,Bengaluru +16 other locations,3.5,186,16
5995,Ilensys Technologies,Engineering & Construction ,Hyderabad +3 other locations,4.1,186,43
5996,Godrej Tyson Food,Food Processing ,Mumbai +35 other locations,3.9,186,--
5997,DesignCafe,Architecture & Interior Design ,Bengaluru +9 other locations,3.3,186,23
5998,JK Agri Genetics,Biotechnology ,Hyderabad +52 other locations,3.5,185,--
5999,NexTurn,IT Services & Consulting ,Hyderabad +2 other locations,4.0,185,32
6000,ARC Document Solutions,Printing & Publishing ,Kolkata +4 other locations,2.7,185,6
6001,The Hindu Group,Printing & Publishing ,Chennai +19 other locations,3.8,185,7
6002,International Travel House,Hospitality ,New Delhi +20 other locations,3.9,185,5
6003,INDIA TODAY GROUP,Media & Entertainment ,Noida +12 other locations,3.6,185,--
6004,Edunet Foundation,Non-Profit ,Bengaluru +44 other locations,4.1,185,4
6005,Bureau of Indian Standards,Government ,New Delhi +28 other locations,3.9,185,--
6006,Appiness Interactive,IT Services & Consulting ,Bengaluru +5 other locations,4.3,185,15
6007,OASYS Tech Solutions,IT Services & Consulting ,Bhubaneswar +16 other locations,3.7,185,--
6008,Eglo India,Consumer Electronics & Appliances ,Bawal +9 other locations,3.2,185,--
6009,Profinch Solutions,FinTech ,Bengaluru +6 other locations,3.5,185,16
6010,Open Financial Technologies Private Limited,FinTech ,Bengaluru +12 other locations,3.2,185,--
6011,C.G. Marketing,Marketing & Advertising ,Pune +20 other locations,4.0,185,2
6012,Vision IAS,Education & Training ,New Delhi +10 other locations,2.2,185,--
6013,Zuari Agro Chemicals,Agro Chemicals ,Vasco Da Gama +55 other locations,3.8,185,--
6014,Givaudan,Beauty & Personal Care ,Pune +10 other locations,4.0,185,--
6015,Gainwell Technologies,IT Services & Consulting ,Bengaluru +10 other locations,4.0,185,19
6016,Afflatus Gravures,Printing & Publishing ,Noida +13 other locations,3.8,185,5
6017,Mervice Infotech,BPO ,Kolkata +4 other locations,3.7,185,1
6018,Excel Industries,Agro Chemicals ,Mumbai +24 other locations,4.0,185,11
6019,Sadhu Forging,Industrial Machinery ,Faridabad +8 other locations,3.6,185,3
6020,Cex Webuy Entertainment,Retail ,Mumbai +10 other locations,3.4,185,7
6021,SAT n paper,New Delhi +4 other locations,,4.4,185,3
6022,Symed Labs,Pharma ,Hyderabad +7 other locations,3.8,185,4
6023,AlmaBetter,Bengaluru +11 other locations,,3.7,185,--
6024,Invenio Business Solutions,IT Services & Consulting ,Hyderabad +6 other locations,3.5,185,9
6025,Crescon Projects & Services,Engineering & Construction ,Chennai +22 other locations,3.6,185,7
6026,Hyundai Heavy Industries,Industrial Machinery ,Pune +17 other locations,3.7,181,--
6027,HEUBACH Colour,Chemicals ,Ankleshwar +14 other locations,3.9,184,8
6028,Walstar Technologies,IT Services & Consulting ,Kolhapur +3 other locations,4.1,184,--
6029,CPC Diagnostics,Medical Equipment ,Chennai +29 other locations,3.8,184,--
6030,Target Engineering Construction Company,Engineering & Construction ,Abu Dhabi +16 other locations,3.9,184,--
6031,Kiran Foreign Trade,Software Product ,Sahibzada Ajit Singh Nagar +9 other locations,3.0,184,1
6032,Overseas Health Care,Pharma ,Phillaur +43 other locations,3.1,184,--
6033,HLE Glascoat,Industrial Machinery ,Anand +9 other locations,3.3,184,--
6034,Shemaroo Entertainment,Media & Entertainment ,Mumbai +3 other locations,3.5,184,5
6035,Monomark Engineering,Engineering & Construction ,Chittorgarh +25 other locations,4.1,184,12
6036,ASK-EHS Engineering & Consultants,Engineering & Construction ,Surat +32 other locations,3.6,184,10
6037,KDK Software,Software Product ,Jaipur +13 other locations,2.7,184,18
6038,NMTronics India Private Limited,Electronics Manufacturing ,Noida +10 other locations,3.2,184,4
6039,Celon Laboratories,Pharma ,Hyderabad +23 other locations,3.3,184,4
6040,Towell Engineering Group,Engineering & Construction ,Muscat +13 other locations,3.7,184,--
6041,Celon Laboratories,Pharma ,Hyderabad +23 other locations,3.3,184,4
6042,Cinda Engineering & Construction,Engineering & Construction ,Noida +13 other locations,4.1,184,--
6043,Goibibo,Internet ,Gurugram +19 other locations,2.5,184,30
6044,The Pride Hotel,Hospitality ,Pune +23 other locations,3.2,184,15
6045,SHREE VASU LOGISTICS,Logistics ,Raipur +23 other locations,3.2,184,36
6046,Source One Management Services,IT Services & Consulting ,Bengaluru +12 other locations,3.5,184,--
6047,Zenoti,IT Services & Consulting ,Hyderabad +3 other locations,2.8,184,22
6048,CTR Manufacturing Industries,Industrial Machinery ,Pune +10 other locations,3.7,184,52
6049,Auto Ignition,Auto Components ,Faridabad +9 other locations,3.6,184,2
6050,TALENTEDGE,EdTech ,Pune +11 other locations,3.2,184,1
6051,Dr. Willmar Schwabe India,Healthcare ,Noida +29 other locations,3.9,184,1
6052,C-quel Management Services,Accounting & Auditing ,Kolkata +14 other locations,4.3,183,--
6053,Solverminds Solutions and Technologies,IT Services & Consulting ,Chennai +4 other locations,3.3,183,6
6054,Virbac Animal Health,Pharma ,Mumbai +57 other locations,4.1,183,--
6055,EbixCash Financial Technologies,IT Services & Consulting ,Pune +14 other locations,2.8,183,8
6056,Fare Labs,Analytics & KPO ,Gurugram +6 other locations,2.6,183,25
6057,Blue Rose Technologies,IT Services & Consulting ,Bengaluru +12 other locations,4.0,183,1
6058,Euronet Worldwide,FinTech ,Mumbai +10 other locations,3.4,183,4
6059,TalentServe,Software Product ,Mumbai +8 other locations,2.0,182,--
6060,EbixCash Financial Technologies,IT Services & Consulting ,Pune +14 other locations,2.8,183,8
6061,Fare Labs,Analytics & KPO ,Gurugram +6 other locations,2.6,183,25
6062,RattanIndia Power,Power ,Amravati +9 other locations,3.5,183,15
6063,Sakarni Plaster,Building Material ,New Delhi +28 other locations,4.4,183,--
6064,Solverminds Solutions and Technologies,IT Services & Consulting ,Chennai +4 other locations,3.3,183,6
6065,Accutest Research Laboratories,Clinical Research ,Mumbai +7 other locations,3.2,183,2
6066,Tata Power Renewable Energy,Power ,Bengaluru +39 other locations,4.0,183,--
6067,Euronet Worldwide,FinTech ,Mumbai +10 other locations,3.4,183,4
6068,Nandi Toyota,Automobile ,Bengaluru +6 other locations,3.8,183,--
6069,WNS Denali,Management Consulting ,Pune +10 other locations,3.5,183,--
6070,Inspiredge IT Solutions,IT Services & Consulting ,Visakhapatnam +4 other locations,4.0,183,2
6071,L&T Infrastructure Development Projects,Engineering & Construction ,Chennai +39 other locations,4.0,183,--
6072,Groupe SEB,Consumer Electronics & Appliances ,New Delhi +35 other locations,3.4,183,--
6073,Phenix Construction Technologies,Engineering & Construction ,Ahmedabad +13 other locations,4.0,183,--
6074,Cornerstone OnDemand,Software Product ,Pune +6 other locations,3.3,183,64
6075,Accurate Engineering Company,Industrial Machinery ,Pune +26 other locations,3.2,183,16
6076,Sagar Hospital,Healthcare ,Bengaluru +7 other locations,4.3,183,4
6077,S kant Healthcare Ltd,Pharma ,Vapi +8 other locations,4.6,183,5
6078,Burman Hospitality,Hospitality ,New Delhi +26 other locations,3.8,183,18
6079,Reliance Smart Point,Kolkata +79 other locations,,4.3,183,--
6080,Antino,Emerging Technologies ,Gurugram +6 other locations,2.6,183,29
6081,Eazy ERP Technologies,IT Services & Consulting ,Gurugram +11 other locations,3.6,183,21
6082,Incrementors Web Solutions,Financial Services ,New Delhi +3 other locations,3.9,182,--
6083,Apollo Spectra Hospitals,Healthcare ,New Delhi +20 other locations,4.4,182,--
6084,AMS Comtel BPMS,IT Services & Consulting ,New Delhi +13 other locations,3.2,182,6
6085,IFB Agro Industries,Beverage ,Kolkata +31 other locations,4.0,182,--
6086,Corrtech International,Engineering & Construction ,Ahmedabad +45 other locations,3.1,182,--
6087,Maksat Technologies,Telecom ,New Delhi +36 other locations,3.4,182,--
6088,Gunnebo,Defence & Aerospace ,Vadodara +13 other locations,3.8,182,10
6089,Flowmore,Industrial Machinery ,Ghaziabad +17 other locations,3.7,182,--
6090,Indian Council of Medical Research,Healthcare ,New Delhi +39 other locations,4.2,182,--
6091,Cyient DLM,Hyderabad +5 other locations,,3.8,182,--
6092,Ring Plus Aqua,Auto Components ,Nashik +7 other locations,4.2,182,--
6093,Childline India Foundation,Non-Profit ,Mumbai +70 other locations,4.3,182,--
6094,Fiat Chrysler Automobiles,Automobile ,Chennai +12 other locations,3.7,182,2
6095,DSM SOFT,IT Services & Consulting ,Tiruchirappalli +6 other locations,3.0,182,4
6096,APOLLO POWER SYSTEMS,Electrical Equipment ,Bengaluru +9 other locations,3.8,182,3
6097,SmartSchool Education,EdTech ,Noida +13 other locations,4.6,182,3
6098,Corient Business Solutions,Accounting & Auditing ,Mumbai +8 other locations,3.2,182,4
6099,Qube Cinema Technologies,Media & Entertainment ,Chennai +12 other locations,3.7,182,53
6100,SeQuent Scientific,Pharma ,Mumbai +17 other locations,3.7,182,2
6101,Stumpp Schuele & Somappa Springs,Industrial Machinery ,Bengaluru +8 other locations,3.4,182,2
6102,Theon Pharmaceuticals,Pharma ,Baddi +13 other locations,3.9,182,5
6103,cFIRST,Recruitment ,Ahmedabad +7 other locations,3.9,182,--
6104,Naresh i Technologies,IT Services & Consulting ,Hyderabad +10 other locations,4.0,182,8
6105,Kyb Motorcycle Suspension,Industrial Machinery ,Chennai +13 other locations,3.8,182,4
6106,Cloudstrats Technologies,IT Services & Consulting ,Mumbai +12 other locations,3.0,182,18
6107,Celio Future Fashion,Retail ,Mumbai +48 other locations,4.4,182,--
6108,Cadworks India,Design ,New Delhi +6 other locations,4.9,182,--
6109,Birla Cellulose,Pulp & Paper ,Bharuch +15 other locations,3.6,182,--
6110,MSV International,Engineering & Construction ,Gurugram +67 other locations,3.8,182,15
6111,SEG Automotive,Auto Components ,Bengaluru +7 other locations,4.0,182,7
6112,KerryIndev Logistics,Logistics ,Chennai +32 other locations,3.7,181,--
6113,Vilcart,Internet ,Bengaluru +50 other locations,3.7,181,5
6114,GoMechanic,Internet ,Gurugram +23 other locations,3.3,181,--
6115,PPMS Field Marketing,Marketing & Advertising ,Chennai +34 other locations,3.9,181,--
6116,Aptonline,IT Services & Consulting ,Hyderabad +6 other locations,3.3,181,--
6117,Magnit Global,Software Product ,Vadodara +6 other locations,3.3,181,--
6118,Li & Fung,Electrical Equipment ,Gurugram +12 other locations,3.9,181,4
6119,Krystal Integrated Services Limited,Facility Management Services ,Mumbai +25 other locations,4.1,181,10
6120,Advantage One Tax Consulting,Financial Services ,Hyderabad +4 other locations,4.0,181,--
6121,Prione Business Services,Retail ,Bengaluru +24 other locations,4.4,181,--
6122,Impresario Entertainment & Hospitality,Hospitality ,Mumbai +16 other locations,4.2,181,--
6123,Bambino Agro Industries,Food Processing ,Hyderabad +30 other locations,4.0,181,2
6124,Hindustan Media Ventures,Printing & Publishing ,Patna +31 other locations,3.8,181,--
6125,Jeena & Company,Logistics ,Mumbai +24 other locations,3.6,181,3
6126,KerryIndev Logistics,Logistics ,Chennai +32 other locations,3.7,181,--
6127,Virinchi Technologies,IT Services & Consulting ,Hyderabad +5 other locations,3.2,181,5
6128,Essencea Infoserv,BPO ,Hyderabad +6 other locations,2.7,181,--
6129,Vehere Technologies,IT Services & Consulting ,Kolkata +7 other locations,4.5,181,5
6130,PPMS Field Marketing,Marketing & Advertising ,Chennai +34 other locations,3.9,181,--
6131,Aptonline,IT Services & Consulting ,Hyderabad +6 other locations,3.3,181,--
6132,Vilcart,Internet ,Bengaluru +50 other locations,3.7,181,5
6133,Intense Technologies,IT Services & Consulting ,Hyderabad +13 other locations,3.5,181,1
6134,Ravi Foods,Food Processing ,Hyderabad +35 other locations,3.9,181,--
6135,Sunera Technologies,IT Services & Consulting ,Hyderabad +5 other locations,3.5,181,--
6136,Fangs Technology,Consumer Electronics & Appliances ,Chennai +24 other locations,4.0,181,--
6137,Mitsuba,Auto Components ,Gurugram +13 other locations,3.6,181,--
6138,Mangal Industries,Auto Components ,Tirupati +19 other locations,3.8,181,--
6139,Holy Family Hospital,Healthcare ,New Delhi +12 other locations,3.5,181,26
6140,Karam Safety,Industrial Machinery ,Lucknow +22 other locations,4.2,181,--
6141,Mangal Industries,Auto Components ,Tirupati +19 other locations,3.8,181,--
6142,Bambino Agro Industries,Food Processing ,Hyderabad +30 other locations,4.0,181,2
6143,Laminaar Aviation Infotech,IT Services & Consulting ,Bengaluru +5 other locations,2.6,181,--
6144,Axa Parenterals,Medical Equipment ,Roorkee +9 other locations,3.8,181,2
6145,Kriya NextWealth,Chittoor +9 other locations,,3.6,181,--
6146,Mitsuba,Auto Components ,Gurugram +13 other locations,3.6,181,--
6147,Epimoney,Financial Services ,Mumbai +17 other locations,3.2,181,5
6148,Ess Kay Group,Industrial Machinery ,Greater Noida +15 other locations,3.7,181,--
6149,Trellix,Software Product ,Bengaluru +3 other locations,3.5,181,15
6150,Sfc Solutions,Automobile ,Chennai +19 other locations,3.6,181,2
6151,Architect Hafeez Contractor,Architecture & Interior Design ,Mumbai +9 other locations,3.0,181,--
6152,Private Practice,New Delhi +73 other locations,,4.5,181,--
6153,Amentum,Defence & Aerospace ,Bengaluru +21 other locations,3.8,181,9
6154,GVK Group,Engineering & Construction ,Hyderabad +38 other locations,3.8,181,--
6155,Birdeye,Marketing & Advertising ,Gurugram +4 other locations,3.1,181,22
6156,Sistema Shyam Teleservices,Telecom ,Gurugram +42 other locations,4.9,180,1
6157,Feedback Energy Distribution Company,Power ,Bhubaneswar +31 other locations,3.6,179,--
6158,SBL Knowledge Services,IT Services & Consulting ,Madurai +15 other locations,3.0,180,--
6159,Jarvis Technology and Strategy Consulting,Management Consulting ,New Delhi +38 other locations,3.3,180,2
6160,SBL Knowledge Services,IT Services & Consulting ,Madurai +15 other locations,3.0,180,--
6161,Heavy Engineering Corporation,Engineering & Construction ,Ranchi +9 other locations,3.6,180,--
6162,Manikaran Power Limited,Power ,New Delhi +13 other locations,3.3,180,1
6163,Nippon Konpo,Logistics ,Gurugram +17 other locations,4.1,180,--
6164,U.S. Polo Assn,Retail ,Bengaluru +54 other locations,4.4,180,--
6165,Swelect Energy Systems,Electrical Equipment ,Chennai +41 other locations,4.0,180,--
6166,Sistema Shyam Teleservices,Telecom ,Gurugram +42 other locations,4.9,180,1
6167,Kamdhenu,Building Material ,Gurugram +44 other locations,3.7,180,6
6168,Global Hospital Pune India,Healthcare ,Mumbai +19 other locations,3.9,180,--
6169,Lithium Urban Technologies,Urban Transport ,Bengaluru +13 other locations,3.5,180,1
6170,Jarvis Technology and Strategy Consulting,Management Consulting ,New Delhi +38 other locations,3.3,180,2
6171,Monginis Foods,Food Processing ,Mumbai +28 other locations,3.4,180,--
6172,Oswal Group,Fashion & Textile ,Ludhiana +15 other locations,3.8,180,3
6173,Wepsol,IT Services & Consulting ,Bengaluru +22 other locations,3.5,180,7
6174,Mansukh Securities & Finance,Financial Services ,Ahmedabad +11 other locations,3.2,180,3
6175,Starworth Infrastructure Construction,Engineering & Construction ,Bengaluru +8 other locations,3.7,180,7
6176,Zeon Lifesciences,Fitness & Wellness ,Paonta Sahib +6 other locations,4.0,180,9
6177,Jai Kisan,Internet ,Mumbai +32 other locations,3.2,180,--
6178,Vestian Global Workplace Services,Real Estate ,Bengaluru +16 other locations,3.3,180,2
6179,Eurofins Advinus,Pharma ,Bengaluru +7 other locations,3.5,180,6
6180,Central Institute of Plastics Engineering & Technology,Education & Training ,Chennai +36 other locations,3.7,180,--
6181,Eurofins Advinus,Pharma ,Bengaluru +7 other locations,3.5,180,6
6182,Zeon Lifesciences,Fitness & Wellness ,Paonta Sahib +6 other locations,4.0,180,9
6183,Teleminds Infotech,BPO ,Kolkata +2 other locations,2.8,180,1
6184,Pawzz,New Delhi +10 other locations,,4.6,180,--
6185,Croma Campus,Education & Training ,Noida +16 other locations,3.8,180,7
6186,Mansukh Securities & Finance,Financial Services ,Ahmedabad +11 other locations,3.2,180,3
6187,Bentley Systems,Software Product ,Pune +7 other locations,4.1,180,37
6188,Ghatge Patil Industries,Industrial Machinery ,Kolhapur +8 other locations,3.7,180,2
6189,MasterSoft ERP Solutions,Software Product ,Nagpur +14 other locations,3.0,180,13
6190,ANEWA Engineering,Engineering & Construction ,Hyderabad +1 other locations,3.8,180,31
6191,United Nations Development Programme,Non-Profit ,New Delhi +59 other locations,4.1,180,--
6192,Maschio Gaspardo,Industrial Machinery ,Pune +26 other locations,3.7,180,7
6193,PC Financial Services,Financial Services ,Gurugram +4 other locations,4.1,180,1
6194,Eicher Trucks and Buses,Automobile ,Indore +53 other locations,4.5,180,--
6195,Allset Business Solutions,BPO ,Chennai +11 other locations,3.8,180,--
6196,RT Network Solutions,IT Services & Consulting ,Kolkata +34 other locations,3.4,180,2
6197,Translumina Therapeutics,Healthcare ,New Delhi +16 other locations,3.4,180,7
6198,Eshopbox Ecommerce,Internet ,Gurugram +5 other locations,3.0,180,7
6199,A2Z Infraservices,Facility Management Services ,New Delhi +22 other locations,4.0,180,--
